         2894641328 function calls (2894640371 primitive calls) in 433.102 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       22    0.000    0.000    0.000    0.000 enum.py:1017(_decompose)
  972/971    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
       73    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:486(_init_module_attrs)
     73/2    0.000    0.000    0.039    0.019 <frozen importlib._bootstrap>:659(_load_unlocked)
        6    0.000    0.000    0.000    0.000 __init__.py:345(namedtuple)
        1    0.000    0.000  428.728  428.728 tokenizer_impl.py:31(pre_tokenize_counter)
     1293    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
     14/2    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
       96    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:166(_get_module_lock)
     2130    0.000    0.000    0.000    0.000 {method 'append' of 'list' objects}
   141/54    0.000    0.000    0.000    0.000 sre_parse.py:174(getwidth)
      887    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:231(_verbose_message)
       39    0.000    0.000    0.000    0.000 sre_compile.py:276(_optimize_charset)
     81/2    0.000    0.000    0.039    0.020 <frozen importlib._bootstrap>:967(_find_and_load_unlocked)
1935/1816    0.000    0.000    0.000    0.000 {built-in method builtins.len}
        7    0.000    0.000    0.000    0.000 enum.py:545(<listcomp>)
      565    0.000    0.000    0.000    0.000 sre_parse.py:164(__getitem__)
     55/1    0.000    0.000  433.102  433.102 {built-in method builtins.exec}
     13/8    0.000    0.000    0.001    0.000 _regex_core.py:427(parse_sequence)
      131    0.000    0.000    0.003    0.000 re.py:289(_compile)
     1734    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
      160    0.000    0.000    0.000    0.000 enum.py:462(__setattr__)
       96    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:87(acquire)
    58/24    0.000    0.000    0.002    0.000 sre_parse.py:435(_parse_sub)
        9    0.000    0.000    0.000    0.000 {built-in method _locale.setlocale}
       96    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:112(release)
        1    0.000    0.000    0.000    0.000 regex.py:377(escape)
        8    0.000    0.000    0.000    0.000 enum.py:221(<setcomp>)
       55    0.000    0.000    0.010    0.000 <frozen importlib._bootstrap_external>:1036(get_data)
      385    0.000    0.000    0.000    0.000 types.py:171(__get__)
       72    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:696(spec_from_file_location)
       80    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:351(__init__)
       28    0.000    0.000    0.000    0.000 _regex_core.py:2484(__init__)
      109    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:127(_path_split)
        3    0.000    0.000    0.000    0.000 locale.py:653(getpreferredencoding)
     1024    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
      380    0.000    0.000    0.000    0.000 enum.py:438(<genexpr>)
       73    0.000    0.000    0.009    0.000 <frozen importlib._bootstrap>:558(module_from_spec)
      316    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:135(_path_stat)
      161    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:79(_unpack_uint32)
       24    0.000    0.000    0.000    0.000 sre_compile.py:536(_compile_info)
     53/2    0.000    0.000    0.039    0.019 <frozen importlib._bootstrap_external>:844(exec_module)
       24    0.000    0.000    0.003    0.000 sre_compile.py:759(compile)
       53    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:645(_compile_bytecode)
       54    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:560(_classify_pyc)
      452    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
       88    0.000    0.000    0.000    0.000 _regex_core.py:4004(get)
       81    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:185(cb)
       25    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
      125    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:385(cached)
      146    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
       81    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:58(__init__)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x10326edc0}
        1    0.000    0.000  428.728  428.728 __init__.py:649(update)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       12    0.000    0.000    0.000    0.000 datetime.py:492(__new__)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.compile}
        1    0.000    0.000    0.001    0.001 configparser.py:560(RawConfigParser)
      214    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1337(_path_importer_cache)
       72    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:491(_get_cached)
        1    0.000    0.000    0.000    0.000 threading.py:216(Condition)
        1    0.000    0.000    0.000    0.000 pickle.py:407(_Pickler)
      126    0.000    0.000    0.000    0.000 enum.py:44(_is_private)
       72    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1500(_get_spec)
      253    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
        3    0.000    0.000    0.000    0.000 {built-in method regex._regex.compile}
        1    0.000    0.000  428.728  428.728 __init__.py:581(__init__)
        3    0.000    0.000    0.000    0.000 {built-in method io.open}
        3    0.000    0.000    0.000    0.000 _regex_core.py:3992(__init__)
      295    0.000    0.000    0.000    0.000 sre_parse.py:249(match)
       22    0.000    0.000    0.000    0.000 enum.py:938(_create_pseudo_member_)
      236    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:878(__exit__)
       78    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1406(find_spec)
       29    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        1    0.000    0.000    0.000    0.000 calendar.py:558(LocaleTextCalendar)
       18    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
       24    0.000    0.000    0.002    0.000 sre_parse.py:937(parse)
       81    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:156(__enter__)
      236    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:874(__enter__)
        1    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
      265    0.000    0.000    0.000    0.000 {built-in method builtins.min}
        2    0.000    0.000    0.000    0.000 tokenizer_impl.py:33(<genexpr>)
        1    0.000    0.000    0.003    0.003 socket.py:4(<module>)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_io.FileIO' objects}
      126    0.000    0.000    0.000    0.000 enum.py:22(_is_dunder)
      239    0.000    0.000    0.000    0.000 socket.py:88(<lambda>)
      237    0.000    0.000    0.000    0.000 socket.py:78(<lambda>)
      163    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:64(_relax_case)
       93    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:145(_path_is_mode_type)
       54    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:593(_validate_timestamp_pyc)
      238    0.000    0.000    0.000    0.000 socket.py:83(<lambda>)
        1    0.000    0.000    4.630    4.630 regex.py:314(split)
    105/3    0.000    0.000    0.039    0.013 <frozen importlib._bootstrap>:220(_call_with_frames_removed)
        7    0.000    0.000    0.001    0.000 enum.py:475(_create_)
        1    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
      240    0.000    0.000    0.000    0.000 socket.py:93(<lambda>)
      218    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:129(<genexpr>)
      109    0.000    0.000    0.000    0.000 _regex_core.py:1847(__init__)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
        1    0.000    0.000    0.001    0.001 datetime.py:1(<module>)
      224    0.000    0.000    0.000    0.000 sre_parse.py:160(__len__)
      413    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
      413    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:9(<module>)
      154    0.000    0.000    0.000    0.000 sre_parse.py:286(tell)
    33/23    0.000    0.000    0.000    0.000 sre_compile.py:461(_get_literal_prefix)
        1    0.000    0.000    0.002    0.002 random.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _regex_core.py:4215(__init__)
       43    0.000    0.000    0.000    0.000 sre_parse.py:355(_escape)
       82    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:398(parent)
        8    0.000    0.000    0.000    0.000 _regex_core.py:511(apply_quantifier)
       87    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:154(_path_isfile)
      131    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:175(_path_isabs)
      126    0.000    0.000    0.000    0.000 enum.py:33(_is_sunder)
      106    0.000    0.000    0.000    0.000 enum.py:12(_is_descriptor)
     47/4    0.000    0.000    0.468    0.117 _regex_core.py:1897(compile)
       23    0.000    0.000    0.000    0.000 enum.py:582(_find_data_type)
      152    0.000    0.000    0.000    0.000 sre_parse.py:172(append)
       11    0.000    0.000    0.000    0.000 _regex_core.py:1637(lookup_property)
       54    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:523(_check_name_wrapper)
        1    0.000    0.000    0.001    0.001 quoprimime.py:5(<module>)
       18    0.000    0.000    0.009    0.000 <frozen importlib._bootstrap_external>:1171(create_module)
       39    0.000    0.000    0.000    0.000 sre_compile.py:249(_compile_charset)
       81    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:160(__exit__)
      385    0.000    0.000    0.000    0.000 enum.py:792(value)
      117    0.000    0.000    0.000    0.000 sre_parse.py:111(__init__)
        1    0.000    0.000    0.001    0.001 process.py:10(<module>)
        1    0.000    0.000    0.004    0.004 shutil.py:1(<module>)
        2    0.000    0.000    0.000    0.000 feedparser.py:218(_parsegen)
      164    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
       54    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
       22    0.000    0.000    0.000    0.000 enum.py:434(__iter__)
        1    0.000    0.000    0.000    0.000 feedparser.py:471(_parse_headers)
       20    0.000    0.000    0.000    0.000 sre_parse.py:267(getuntil)
      131    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
        1    0.000    0.000    0.006    0.006 regex.py:16(<module>)
       26    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       30    0.000    0.000    0.000    0.000 sre_parse.py:84(opengroup)
      194    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
       75    0.000    0.000    0.000    0.000 feedparser.py:78(readline)
       53    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:35(_new_module)
       27    0.000    0.000    0.000    0.000 enum.py:971(__or__)
      107    0.000    0.000    0.000    0.000 re.py:188(match)
        9    0.000    0.000    0.000    0.000 locale.py:595(setlocale)
      137    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
       54    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1077(path_stats)
        1    0.000    0.000  428.728  428.728 tokenizer_impl.py:53(pre_tokenize)
        1    0.000    0.000    0.000    0.000 parse.py:1(<module>)
        1    0.000    0.000    0.001    0.001 pickle.py:1(<module>)
       51    0.000    0.000    0.000    0.000 _regex_core.py:4147(match)
       80    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:736(find_spec)
       24    0.000    0.000    0.001    0.000 sre_compile.py:598(_code)
        4    0.000    0.000    0.000    0.000 _bootlocale.py:33(getpreferredencoding)
       91    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
       81    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:152(__init__)
     10/7    0.000    0.000    0.000    0.000 _regex_core.py:3418(pack_characters)
       11    0.000    0.000    0.000    0.000 _regex_core.py:1605(numeric_to_rational)
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
       24    0.000    0.000    0.000    0.000 sre_parse.py:224(__init__)
        3    0.000    0.000    0.000    0.000 enum.py:996(_high_bit)
      110    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        4    0.000    0.000    0.000    0.000 _regex_core.py:3608(__init__)
     13/8    0.000    0.000    0.000    0.000 _regex_core.py:3406(optimise)
       70    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
        1    0.000    0.000    0.005    0.005 zipfile.py:1(<module>)
       78    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:811(find_spec)
        7    0.000    0.000    0.001    0.000 enum.py:528(_convert_)
      108    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
        2    0.000    0.000    0.000    0.000 _regex_core.py:803(parse_paren)
       25    0.000    0.000    0.000    0.000 abc.py:105(__new__)
      5/3    0.000    0.000    0.001    0.000 _regex_core.py:417(_parse_pattern)
      161    0.000    0.000    0.000    0.000 {built-in method from_bytes}
       52    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.002    0.002 pathlib.py:1(<module>)
        1    0.000    0.000    0.012    0.012 metadata.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _regex_core.py:1116(parse_flags_subpattern)
      5/4    0.000    0.000    0.000    0.000 _regex_core.py:3809(optimise)
        9    0.000    0.000    0.000    0.000 sre_compile.py:413(<listcomp>)
       22    0.000    0.000    0.000    0.000 enum.py:928(_missing_)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _regex_core.py:3469(get_firstset)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1556(_fill_cache)
       11    0.000    0.000    0.000    0.000 _regex_core.py:1626(standardise_name)
      337    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
      193    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
      131    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1324(_path_hooks)
      2/1    0.000    0.000    0.468    0.468 _regex_core.py:2113(_compile)
        8    0.000    0.000    0.000    0.000 enum.py:618(_find_new_)
       26    0.000    0.000    0.000    0.000 sre_parse.py:432(_uniq)
       19    0.000    0.000    0.000    0.000 _regex_core.py:3500(_flush_characters)
        1    0.000    0.000    0.000    0.000 pickle.py:197(<listcomp>)
       16    0.000    0.000    0.000    0.000 sre_compile.py:492(_get_charset_prefix)
       19    0.000    0.000    0.000    0.000 _regex_core.py:384(make_case_flags)
     13/4    0.000    0.000    0.032    0.008 {built-in method builtins.__import__}
        1    0.000    0.000    0.002    0.002 reduction.py:10(<module>)
        1    0.000    0.000  433.073  433.073 runpy.py:64(_run_code)
       23    0.000    0.000    0.000    0.000 enum.py:571(_get_mixins_)
       10    0.000    0.000    0.000    0.000 _regex_core.py:1187(parse_escape)
       18    0.000    0.000    0.000    0.000 sre_parse.py:295(_class_escape)
        4    0.000    0.000    0.000    0.000 _regex_core.py:3894(__init__)
       22    0.000    0.000    0.000    0.000 _policybase.py:293(header_source_parse)
        1    0.000    0.000    0.000    0.000 pickle.py:1136(_Unpickler)
       75    0.000    0.000    0.000    0.000 feedparser.py:128(__next__)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1179(exec_module)
        2    0.000    0.000    1.422    0.711 codecs.py:319(decode)
        8    0.000    0.000    0.000    0.000 functools.py:35(update_wrapper)
       37    0.000    0.000    0.000    0.000 sre_compile.py:423(_simple)
      188    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
      160    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
       54    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1006(__init__)
      2/1    0.000    0.000    0.000    0.000 _regex_core.py:2039(optimise)
        9    0.000    0.000    0.000    0.000 sre_compile.py:411(_mk_bitmap)
        1    0.000    0.000    0.000    0.000 calendar.py:1(<module>)
        1    0.000    0.000    0.011    0.011 tokenizer_impl.py:1(<module>)
       17    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        8    0.000    0.000    0.000    0.000 enum.py:164(__prepare__)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1466(__init__)
        1    0.000    0.000  433.102  433.102 runpy.py:200(run_module)
        3    0.000    0.000    0.034    0.011 __init__.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _regex_core.py:1483(parse_set_imp_union)
       24    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        1    0.000    0.000    0.009    0.009 utils.py:5(<module>)
       48    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
        3    0.000    0.000    0.000    0.000 _regex_core.py:4316(_get_required_string)
       26    0.000    0.000    0.000    0.000 {built-in method fromkeys}
       89    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
       24    0.000    0.000    0.000    0.000 sre_parse.py:921(fix_flags)
       13    0.000    0.000    0.000    0.000 _regex_core.py:1850(with_flags)
        1    0.000    0.000    0.000    0.000 ntpath.py:2(<module>)
        1    0.000    0.000    0.001    0.001 selectors.py:1(<module>)
       78    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
        1    0.000    0.000    0.003    0.003 context.py:1(<module>)
        5    0.000    0.000    0.000    0.000 message.py:462(get)
       47    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
        2    0.000    0.000    0.000    0.000 _regex_core.py:2146(_split_common_prefix)
        2    0.000    0.000    0.000    0.000 _regex_core.py:345(_check_firstset)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1585(<setcomp>)
        8    0.000    0.000    0.000    0.000 enum.py:197(<dictcomp>)
       14    0.000    0.000    0.000    0.000 _regex_core.py:3236(_compile)
      164    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        2    0.000    0.000    0.000    0.000 _regex_core.py:1417(parse_set)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
       11    0.000    0.000    0.000    0.000 _regex_core.py:2367(_flush_set_members)
        1    0.000    0.000    0.001    0.001 lzma.py:1(<module>)
       82    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
      147    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        1    0.000    0.000    0.000    0.000 os.py:48(<listcomp>)
        2    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        5    0.000    0.000    0.000    0.000 <frozen zipimport>:63(__init__)
        1    0.000    0.000    0.003    0.003 header.py:5(<module>)
        1    0.000    0.000    0.000    0.000 abc.py:117(__instancecheck__)
        1    0.000    0.000    0.000    0.000 _regex_core.py:1085(parse_flags)
        1    0.000    0.000    0.001    0.001 configparser.py:1(<module>)
       11    0.000    0.000    0.000    0.000 _regex_core.py:3213(__init__)
        8    0.000    0.000    0.000    0.000 enum.py:561(_check_for_existing_members)
        1    0.000    0.000    0.000    0.000 csv.py:2(<module>)
        1    0.000    0.000    0.004    0.004 pretokenization_example.py:1(<module>)
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:203(_lock_unlock_module)
        4    0.000    0.000    0.000    0.000 _regex_core.py:2513(_compile)
        8    0.000    0.000    0.468    0.059 _regex_core.py:2876(_compile)
        1    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
        1    0.000    0.000    0.001    0.001 message.py:5(<module>)
      192    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
      2/1    0.000    0.000    0.000    0.000 _regex_core.py:2090(<listcomp>)
       16    0.000    0.000    0.000    0.000 _regex_core.py:2838(__init__)
       24    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
        2    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
       24    0.000    0.000    0.003    0.000 re.py:250(compile)
       29    0.000    0.000    0.000    0.000 _regex_core.py:3395(__init__)
       30    0.000    0.000    0.000    0.000 sre_parse.py:96(closegroup)
        1    0.000    0.000    0.000    0.000 charset.py:5(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:2216(timezone)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1155(__init__)
      113    0.000    0.000    0.000    0.000 enum.py:1040(<lambda>)
        1    0.000    0.000    0.013    0.013 feedparser.py:5(<module>)
       25    0.000    0.000    0.000    0.000 _regex_core.py:1840(make_sequence)
        1    0.000    0.000    0.000    0.000 pathlib.py:120(_WindowsFlavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:643(PurePath)
        3    0.000    0.000    0.000    0.000 pathlib.py:64(parse_parts)
     13/8    0.000    0.000    0.000    0.000 _regex_core.py:3402(fix_groups)
       73    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:406(has_location)
        1    0.000    0.000    0.000    0.000 {method 'match' of '_regex.Pattern' objects}
        1    0.000    0.000    0.001    0.001 bz2.py:1(<module>)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        4    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
        1    0.000    0.000    0.000    0.000 message.py:105(Message)
       53    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap_external>:180(_write_atomic)
        2    0.000    0.000    0.000    0.000 functools.py:517(decorating_function)
        8    0.000    0.000    0.000    0.000 enum.py:81(__init__)
        2    0.000    0.000    0.000    0.000 _regex_core.py:2313(_reduce_to_set)
       58    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        2    0.000    0.000    0.000    0.000 metadata.py:508(read_text)
       49    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:214(socket)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        5    0.000    0.000    0.000    0.000 datetime.py:415(_check_date_fields)
        7    0.000    0.000    0.000    0.000 _regex_core.py:1547(parse_set_item)
       72    0.000    0.000    0.000    0.000 enum.py:551(<lambda>)
       54    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1031(get_filename)
       38    0.000    0.000    0.000    0.000 __init__.py:23(<genexpr>)
       38    0.000    0.000    0.000    0.000 sre_parse.py:168(__setitem__)
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
        1    0.000    0.000    0.012    0.012 _policybase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _regex_core.py:1102(parse_subpattern)
        1    0.000    0.000    0.000    0.000 threading.py:795(__init__)
       29    0.000    0.000    0.000    0.000 _regex_core.py:2504(optimise)
        4    0.000    0.000    0.000    0.000 _regex_core.py:3922(_compile)
        5    0.000    0.000    0.000    0.000 _regex_core.py:376(_flatten_code)
       15    0.000    0.000    0.000    0.000 _regex_core.py:1917(__init__)
        6    0.000    0.000    0.468    0.078 _regex_core.py:3485(_compile)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1597(path_hook_for_FileFinder)
        7    0.000    0.000    0.000    0.000 _regex_core.py:1506(parse_set_member)
        8    0.000    0.000    0.000    0.000 _regex_core.py:2869(get_firstset)
        7    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
        1    0.000    0.000    0.029    0.029 runpy.py:104(_get_module_details)
       22    0.000    0.000    0.000    0.000 message.py:479(set_raw)
     14/2    0.000    0.000    0.000    0.000 abc.py:121(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 _regex_core.py:73(RegexFlag)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
    26/16    0.000    0.000    0.000    0.000 _regex_core.py:1903(__hash__)
        3    0.000    0.000    0.000    0.000 pathlib.py:672(_parse_args)
        4    0.000    0.000    0.000    0.000 _regex_core.py:1374(parse_property)
       31    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.014    0.014 parser.py:5(<module>)
